species,source,n,P99,P99.5,P99.9
Corynebacterium_Singulare,DRIAMS,2,100.0,100.0,100.0
Corynebacterium_Singulare,MS-UMG,1,100.0,100.0,0.0
Corynebacterium_Sp,DRIAMS,3,100.0,100.0,100.0
Corynebacterium_Species,MS-UMG,80,55.0,48.8,38.8
Corynebacterium_Striatum,DRIAMS,24,100.0,100.0,100.0
Corynebacterium_Striatum,MARISMA,46,100.0,100.0,100.0
Corynebacterium_Striatum,MS-UMG,236,89.0,85.6,75.8
Corynebacterium_Suicordis,MARISMA,1,100.0,100.0,0.0
Corynebacterium_Sundsvallense,DRIAMS,6,100.0,100.0,100.0
Corynebacterium_Tuberculostearicum,DRIAMS,137,91.2,83.2,71.5
Corynebacterium_Tuberculostearicum,MARISMA,3,100.0,100.0,100.0
Corynebacterium_Tuberculostearicum,MS-UMG,135,53.3,43.0,28.1
Corynebacterium_Ulcerans,DRIAMS,1,100.0,100.0,100.0
Corynebacterium_Ulcerans,RKI,4,100.0,100.0,100.0
Corynebacterium_Urealyticum,DRIAMS,4,100.0,100.0,100.0
Corynebacterium_Urealyticum,MARISMA,9,88.9,88.9,55.6
Corynebacterium_Urealyticum,MS-UMG,8,87.5,87.5,62.5
Corynebacterium_lipophile_group_f1,DRIAMS,7,100.0,100.0,100.0
Cronobacter_Sakazakii,DRIAMS,3,100.0,100.0,66.7
Cronobacter_Sakazakii,RKI,2,100.0,100.0,100.0
Cronobacter_Sp,MARISMA,1,100.0,100.0,100.0
Cronobacter_Spec.,MS-UMG,1,100.0,100.0,100.0
Cupriavidus_Pauculus,MARISMA,1,100.0,100.0,100.0
Cupriavidus_Pauculus,MS-UMG,1,100.0,100.0,100.0
Cutibacterium_Acnes,MS-UMG,65,75.4,70.8,52.3
Cutibacterium_Acnes,RKI,4,100.0,100.0,100.0
Cytobacillus_Firmus,RKI,22,100.0,100.0,100.0
Cytobacillus_Horneckiae,RKI,26,100.0,100.0,92.3
Delftia_Acidovorans,DRIAMS,5,100.0,100.0,100.0
Delftia_Acidovorans,MARISMA,2,100.0,100.0,100.0
Delftia_Acidovorans,MS-UMG,9,100.0,100.0,88.9
Dermabacter_Hominis,DRIAMS,46,97.8,97.8,93.5
Dermabacter_Hominis,MARISMA,3,100.0,100.0,100.0
Dermacoccus_Nishinomiyaensis,DRIAMS,2,100.0,100.0,100.0
Dialister_Pneumosintes,DRIAMS,7,85.7,85.7,71.4
Edwardsiella_Tarda,RKI,2,100.0,100.0,100.0
Eggerthella_Lenta,DRIAMS,13,100.0,100.0,92.3
Eggerthella_Species,MS-UMG,2,0.0,0.0,0.0
Eikenella_Corrodens,DRIAMS,25,100.0,100.0,100.0
Eikenella_Corrodens,MARISMA,26,100.0,100.0,100.0
Eikenella_Corrodens,MS-UMG,2,100.0,100.0,100.0
Elizabethkingia_Meningoseptica,MARISMA,1,100.0,100.0,100.0
Elizabethkingia_Meningoseptica,MS-UMG,2,100.0,100.0,100.0
Elizabethkingia_Miricola,MARISMA,3,100.0,100.0,100.0
Elizabethkingia_Miricola,MS-UMG,2,100.0,100.0,100.0
Empedobacter_Brevis,MS-UMG,4,100.0,100.0,100.0
Enterobacter_Aerogenes,DRIAMS,433,63.5,51.0,25.2
Enterobacter_Bugandensis,MARISMA,48,10.4,8.3,2.1
Enterobacter_Cancerogenus,DRIAMS,5,60.0,40.0,40.0
Enterobacter_Species,MS-UMG,2,100.0,100.0,100.0
Enterobacter_Xiangfangensis,MS-UMG,8,50.0,37.5,12.5
Enterobacter_amnigenus_2,MS-UMG,1,100.0,100.0,100.0
Enterococcus_Avium,DRIAMS,83,97.6,95.2,91.6
Enterococcus_Avium,MARISMA,18,100.0,100.0,100.0
Enterococcus_Avium,MS-UMG,150,86.0,82.0,70.7
Enterococcus_Canintestini,MS-UMG,2,100.0,100.0,100.0
Enterococcus_Casseliflavus,DRIAMS,14,100.0,100.0,100.0
Enterococcus_Casseliflavus,MARISMA,14,100.0,100.0,100.0
Enterococcus_Casseliflavus,MS-UMG,40,90.0,82.5,62.5
Enterococcus_Casseliflavus,RKI,3,100.0,100.0,66.7
Enterococcus_Cecorum,MS-UMG,1,100.0,100.0,100.0
Enterococcus_Devriesei,MS-UMG,2,100.0,100.0,100.0
Enterococcus_Dispar,DRIAMS,33,72.7,63.6,42.4
Enterococcus_Dispar,MS-UMG,2,100.0,100.0,100.0
Enterococcus_Durans,DRIAMS,7,85.7,71.4,71.4
Enterococcus_Durans,MARISMA,4,100.0,100.0,100.0
Enterococcus_Durans,MS-UMG,12,66.7,50.0,50.0
Enterococcus_Durans,RKI,3,66.7,66.7,66.7
Enterococcus_Faecalis,DRIAMS,1582,98.2,96.6,91.3
Enterococcus_Faecalis,MARISMA,3136,99.6,99.3,97.5
Enterococcus_Faecalis,MS-UMG,5200,69.2,59.6,39.7
Enterococcus_Faecalis,RKI,30,83.3,73.3,23.3
Enterococcus_Gallinarum,DRIAMS,15,100.0,93.3,86.7
Enterococcus_Gallinarum,MARISMA,23,100.0,100.0,95.7
Enterococcus_Gallinarum,MS-UMG,40,82.5,80.0,55.0
Enterococcus_Gallinarum,RKI,3,66.7,66.7,33.3
Enterococcus_Gilvus,DRIAMS,2,100.0,100.0,100.0
Enterococcus_Gilvus,MS-UMG,3,100.0,100.0,100.0
Enterococcus_Hirae,DRIAMS,18,100.0,100.0,100.0
Enterococcus_Hirae,MARISMA,18,100.0,100.0,100.0
Enterococcus_Hirae,MS-UMG,31,100.0,90.3,83.9
Enterococcus_Hirae,RKI,6,100.0,100.0,100.0
Enterococcus_Malodoratus,DRIAMS,1,100.0,100.0,100.0
Enterococcus_Malodoratus,MARISMA,4,100.0,100.0,100.0
Enterococcus_Malodoratus,MS-UMG,12,83.3,83.3,66.7
Enterococcus_Mundtii,DRIAMS,2,100.0,100.0,100.0
Enterococcus_Mundtii,MARISMA,1,100.0,100.0,100.0
Enterococcus_Mundtii,MS-UMG,2,100.0,100.0,100.0
Enterococcus_Pallens,MARISMA,1,100.0,100.0,100.0
Enterococcus_Pallens,MS-UMG,1,100.0,100.0,100.0
Enterococcus_Phoeniculicola,MS-UMG,1,0.0,0.0,0.0
Enterococcus_Pseudoavium,DRIAMS,1,100.0,100.0,100.0
Enterococcus_Raffinosus,DRIAMS,13,100.0,100.0,100.0
Enterococcus_Raffinosus,MARISMA,8,100.0,100.0,100.0
Enterococcus_Raffinosus,MS-UMG,10,70.0,70.0,70.0
Erwinia_Amylovora,RKI,12,100.0,100.0,100.0
Erwinia_Persicina,DRIAMS,3,100.0,100.0,100.0
Erwinia_Species,MS-UMG,2,100.0,100.0,100.0
Erysipelothrix_Rhusiopathiae,MS-UMG,3,100.0,100.0,66.7
Escherichia_Hermannii,DRIAMS,7,85.7,71.4,57.1
Escherichia_Hermannii,MARISMA,2,50.0,50.0,50.0
Escherichia_Hermannii,MS-UMG,12,91.7,91.7,83.3
Escherichia_Vulneris,MS-UMG,5,100.0,100.0,100.0
Eubacterium_Limosum,DRIAMS,1,100.0,100.0,100.0
Eubacterium_Sp[2],DRIAMS,1,100.0,100.0,100.0
Evansella_Clarkii,RKI,24,100.0,100.0,100.0
Ewingella_Americana,MS-UMG,1,100.0,100.0,0.0
Facklamia_Hominis,DRIAMS,6,100.0,100.0,100.0
Facklamia_Languida,MS-UMG,1,0.0,0.0,0.0
Finegoldia_Magna,DRIAMS,83,100.0,98.8,94.0
Flavobacterium_Species,MS-UMG,1,100.0,100.0,100.0
Francisella_Hispaniensis,RKI,12,100.0,100.0,100.0
Francisella_Noatunensis,RKI,24,100.0,100.0,100.0
Francisella_Orientalis,RKI,12,100.0,100.0,100.0
Francisella_Philomiragia,RKI,16,100.0,100.0,100.0
Francisella_Tularensis,RKI,287,100.0,100.0,100.0
Fusobacterium_Gonidiaformans,DRIAMS,1,100.0,100.0,100.0
Fusobacterium_Necrophorum,DRIAMS,1,100.0,100.0,100.0
Fusobacterium_Necrophorum,MS-UMG,1,100.0,100.0,100.0
Fusobacterium_Nucleatum,DRIAMS,5,100.0,100.0,100.0
Fusobacterium_Periodonticum,DRIAMS,1,100.0,100.0,100.0
Fusobacterium_Sp,DRIAMS,4,100.0,100.0,100.0
Fusobacterium_Sp[2],DRIAMS,1,100.0,100.0,100.0
Gardnerella_Vaginalis,DRIAMS,1,100.0,100.0,100.0
Gemella_Haemolysans,DRIAMS,8,100.0,100.0,100.0
Gemella_Haemolysans,MARISMA,1,100.0,100.0,100.0
Gemella_Haemolysans,MS-UMG,2,0.0,0.0,0.0
Gemella_Morbillorum,DRIAMS,1,100.0,100.0,100.0
Gemella_Sanguinis,DRIAMS,1,100.0,100.0,100.0
Gleimia_Europaea,MARISMA,1,100.0,100.0,100.0
Globicatella_Sanguinis,MS-UMG,1,100.0,100.0,100.0
Glutamicibacter_Nicotianae,RKI,3,100.0,100.0,100.0
Gordonia_Terrae,MARISMA,2,100.0,100.0,100.0
Granulicatella_Adiacens,DRIAMS,28,100.0,96.4,92.9
Granulicatella_Adiacens,MS-UMG,1,100.0,100.0,100.0
Haemophilus_Haemolyticus,DRIAMS,10,100.0,100.0,100.0
Haemophilus_Haemolyticus,MARISMA,12,100.0,100.0,91.7
Haemophilus_Haemolyticus,MS-UMG,4,75.0,75.0,75.0
Haemophilus_Influenzae,DRIAMS,442,99.8,99.5,98.9
Haemophilus_Influenzae,MARISMA,337,100.0,99.4,98.2
Haemophilus_Influenzae,MS-UMG,224,97.3,96.0,85.3
Haemophilus_Influenzae,RKI,4,100.0,100.0,100.0
Haemophilus_Parahaemolyticus,DRIAMS,8,100.0,100.0,100.0
Haemophilus_Parahaemolyticus,MARISMA,5,100.0,100.0,100.0
Haemophilus_Parainfluenzae,DRIAMS,121,98.3,97.5,96.7
Haemophilus_Parainfluenzae,MARISMA,86,100.0,100.0,98.8
Haemophilus_Parainfluenzae,MS-UMG,60,95.0,95.0,93.3
Haemophilus_Pittmaniae,DRIAMS,4,100.0,100.0,100.0
Haemophilus_Sputorum,DRIAMS,1,100.0,100.0,100.0
Haemophilus_Sputorum,MARISMA,1,100.0,100.0,100.0
Hafnia_Alvei,DRIAMS,100,100.0,100.0,100.0
Hafnia_Alvei,MARISMA,28,100.0,100.0,92.9
Hafnia_Alvei,MS-UMG,116,94.8,92.2,85.3
Hafnia_Alvei,RKI,1,100.0,100.0,100.0
Helcococcus_Kunzii,DRIAMS,2,100.0,100.0,100.0
Helcococcus_Kunzii,MS-UMG,1,0.0,0.0,0.0
Helicobacter_Pylori,MARISMA,9,100.0,100.0,100.0
Heyndrickxia_Sporothermodurans,RKI,12,100.0,100.0,100.0
Inquilinus_Limosus,RKI,5,100.0,100.0,100.0
Kalamiella_Piersonii,MARISMA,1,100.0,100.0,100.0
Kazachstania_Slooffiae,MS-UMG,2,100.0,100.0,100.0
Kerstersia_Gyiorum,MS-UMG,9,100.0,100.0,100.0
Kingella_Kingae,DRIAMS,5,100.0,100.0,100.0
Kingella_Kingae,MARISMA,2,100.0,100.0,100.0
Kingella_Oralis,DRIAMS,7,100.0,100.0,100.0
Klebsiella_Aerogenes,MARISMA,209,80.9,67.9,38.8
Klebsiella_Aerogenes,MS-UMG,443,99.8,99.5,96.2
Klebsiella_Aerogenes,RKI,26,100.0,100.0,100.0
Klebsiella_Michiganensis,RKI,30,100.0,100.0,100.0
Klebsiella_Oxytoca,DRIAMS,919,94.0,89.7,72.0
Klebsiella_Oxytoca,MARISMA,344,92.4,83.1,51.7
Klebsiella_Oxytoca,MS-UMG,1449,96.1,93.4,84.5
Klebsiella_Oxytoca,RKI,20,100.0,100.0,100.0
Klebsiella_Quasipneumoniae,RKI,8,100.0,87.5,0.0
Klebsiella_Variicola,DRIAMS,602,41.4,25.6,5.6
Klebsiella_Variicola,MARISMA,62,83.9,75.8,53.2
Kluyvera_Ascorbata,DRIAMS,11,90.9,90.9,63.6
Kluyvera_Ascorbata,MS-UMG,3,100.0,100.0,66.7
Kluyvera_Cryocrescens,DRIAMS,3,100.0,100.0,100.0
Kluyvera_Cryocrescens,MARISMA,2,100.0,100.0,100.0
Kluyvera_Cryocrescens,MS-UMG,4,100.0,75.0,50.0
Kluyvera_Georgiana,MARISMA,1,0.0,0.0,0.0
Kluyvera_Intermedia,MS-UMG,5,100.0,100.0,100.0
Kluyvera_Species,MS-UMG,3,100.0,100.0,66.7
Kluyveromyces_Marxianus,MARISMA,1,100.0,100.0,100.0
Kocuria_Palustris,RKI,14,100.0,100.0,100.0
Kocuria_Rhizophila,DRIAMS,4,100.0,100.0,100.0
Kocuria_Rhizophila,MARISMA,1,100.0,100.0,100.0
Kocuria_Sp,DRIAMS,4,100.0,100.0,100.0
Kocuria_Species,MS-UMG,1,0.0,0.0,0.0
Kosakonia_Cowanii,DRIAMS,1,100.0,100.0,100.0
Kosakonia_Cowanii,MS-UMG,4,100.0,100.0,75.0
Lacticaseibacillus_Rhamnosus,MARISMA,4,100.0,100.0,100.0
Lactobacillus_Delbrueckii,DRIAMS,1,100.0,100.0,100.0
Lactobacillus_Fermentum,DRIAMS,5,100.0,100.0,100.0
Lactobacillus_Gasseri,DRIAMS,8,100.0,100.0,100.0
Lactobacillus_Gasseri,MARISMA,1,100.0,100.0,100.0
Lactobacillus_Paracasei,DRIAMS,24,95.8,95.8,79.2
Lactobacillus_Rhamnosus,DRIAMS,51,100.0,98.0,92.2
Lactobacillus_Rhamnosus,MS-UMG,1,0.0,0.0,0.0
Lactobacillus_Salivarius,DRIAMS,1,100.0,100.0,100.0
Lactococcus_Garvieae,DRIAMS,2,100.0,100.0,100.0
Lactococcus_Garvieae,MARISMA,2,100.0,100.0,100.0
Lactococcus_Lactis,DRIAMS,7,100.0,100.0,100.0
Lactococcus_Lactis,MARISMA,4,100.0,100.0,100.0
Leclercia_Adecarboxylata,DRIAMS,3,100.0,66.7,66.7
Leclercia_Adecarboxylata,MARISMA,12,83.3,66.7,41.7
Leclercia_Adecarboxylata,MS-UMG,14,100.0,100.0,92.9
Leclercia_Adecarboxylata,RKI,4,100.0,100.0,100.0
Lederbergia_Lenta,RKI,28,100.0,100.0,100.0
Lelliottia_amnigena_,MS-UMG,16,87.5,87.5,43.8
Leptotrichia_Trevisanii,MS-UMG,2,100.0,100.0,100.0
Leuconostoc_Citreum,DRIAMS,4,75.0,75.0,75.0
Leuconostoc_Lactis,MARISMA,2,100.0,100.0,100.0
Listeria_Monocytogenes,DRIAMS,7,100.0,100.0,100.0
Listeria_Monocytogenes,MARISMA,5,100.0,100.0,100.0
Listeria_Monocytogenes,MS-UMG,6,100.0,83.3,66.7
Listeria_Species,MS-UMG,1,0.0,0.0,0.0
Lysinibacillus_Endophyticus,RKI,12,100.0,100.0,100.0
Lysinibacillus_Fusiformis,DRIAMS,2,100.0,100.0,100.0
Lysinibacillus_Fusiformis,RKI,29,100.0,100.0,100.0
Lysinibacillus_Macroides,RKI,17,100.0,100.0,100.0
Lysinibacillus_Pakistanensis,RKI,16,100.0,100.0,100.0
Lysinibacillus_Sp,RKI,12,91.7,83.3,58.3
Lysinibacillus_Species,MS-UMG,2,50.0,50.0,50.0
Lysinibacillus_Sphaericus,RKI,29,100.0,100.0,96.6
Lysinibacillus_Xylanilyticus,MS-UMG,2,100.0,100.0,100.0
Lysinibacillus_Xylanilyticus,RKI,12,100.0,100.0,100.0
Massilia_Sp,MARISMA,1,100.0,100.0,100.0
Meyerozyma_Guilliermondii,MARISMA,2,100.0,100.0,100.0
Microbacterium_Aurum,DRIAMS,4,100.0,100.0,100.0
Micrococcus_Luteus,DRIAMS,112,100.0,100.0,100.0
Micrococcus_Luteus,MARISMA,3,100.0,100.0,100.0
Micrococcus_Luteus,RKI,21,100.0,100.0,100.0
Mixta_Calida,MARISMA,2,100.0,100.0,100.0
Moellerella_Wisconsensis,MS-UMG,2,100.0,100.0,50.0
Moraxella_Catarrhalis,MARISMA,125,100.0,100.0,99.2
Moraxella_Catarrhalis,MS-UMG,67,98.5,98.5,98.5
Moraxella_Catarrhalis,RKI,8,100.0,100.0,100.0
Moraxella_Lacunata,MARISMA,16,100.0,100.0,100.0
Moraxella_Nonliquefaciens,MARISMA,3,100.0,100.0,100.0
Moraxella_Osloensis,MARISMA,2,100.0,100.0,100.0
Moraxella_Osloensis,MS-UMG,7,85.7,85.7,85.7
Moraxella_Sp,DRIAMS,1,100.0,100.0,100.0
Moraxella_Species,MS-UMG,16,100.0,93.8,87.5
Morganella_Morganii,DRIAMS,633,100.0,100.0,98.9
Morganella_Morganii,MARISMA,340,100.0,100.0,100.0
Morganella_Morganii,MS-UMG,518,99.4,99.2,96.9
Morganella_Morganii,RKI,32,100.0,100.0,100.0
Mycobacterium_Abscessus,MARISMA,2,100.0,100.0,100.0
Mycobacterium_Abscessus,MS-UMG,2,50.0,50.0,50.0
Mycobacterium_Brisbanense,MARISMA,1,100.0,100.0,100.0
Mycobacterium_Kansasii,MARISMA,1,100.0,100.0,100.0
Mycobacterium_Terrae,MARISMA,1,100.0,100.0,100.0
Mycobacterium_Tuberculosis,MARISMA,2,100.0,100.0,100.0
Mycobacterium_Xenopi,MARISMA,1,100.0,0.0,0.0
Myroides_Odoratimimus,MS-UMG,36,94.4,94.4,86.1
Myroides_Odoratus,MS-UMG,14,100.0,100.0,92.9
Myroides_Species,MS-UMG,15,93.3,93.3,93.3
Neisseria_Elongata,DRIAMS,1,100.0,100.0,100.0
Neisseria_Gonorrhoeae,DRIAMS,67,100.0,100.0,100.0
Neisseria_Gonorrhoeae,MARISMA,227,100.0,100.0,100.0
Neisseria_Gonorrhoeae,MS-UMG,4,100.0,100.0,100.0
Neisseria_Gonorrhoeae,RKI,8,100.0,100.0,100.0
Neisseria_Meningitidis,DRIAMS,12,100.0,100.0,100.0
Neisseria_Meningitidis,MARISMA,28,100.0,100.0,100.0
Neisseria_Meningitidis,MS-UMG,5,100.0,100.0,100.0
Neisseria_Meningitidis,RKI,4,100.0,100.0,100.0
Neisseria_Subflava,DRIAMS,2,100.0,100.0,100.0
Neisseria_Weaveri,DRIAMS,1,100.0,100.0,100.0
Neobacillus_Bataviensis,RKI,12,100.0,100.0,100.0
Neobacillus_Cucumis,RKI,16,100.0,100.0,100.0
Niallia_Circulans,RKI,14,100.0,100.0,100.0
Nocardia_Blacklockiae,DRIAMS,2,100.0,100.0,100.0
Nocardia_Cyriacigeorgica,MARISMA,9,100.0,100.0,100.0
Nocardia_Sp,DRIAMS,2,100.0,100.0,100.0
Nocardia_Veterana,DRIAMS,2,100.0,100.0,100.0
Ochrobactrum_Anthropi,DRIAMS,11,100.0,100.0,100.0
Ochrobactrum_Anthropi,MARISMA,4,100.0,100.0,100.0
Ochrobactrum_Anthropi,MS-UMG,1,100.0,100.0,100.0
Ochrobactrum_Anthropi,RKI,14,100.0,100.0,100.0
Ochrobactrum_Intermedium,DRIAMS,3,100.0,100.0,100.0
Ochrobactrum_Intermedium,MS-UMG,6,100.0,100.0,100.0
Oligella_Urethralis,DRIAMS,1,100.0,100.0,100.0
Oligella_Urethralis,MARISMA,11,100.0,100.0,100.0
Oligella_Urethralis,MS-UMG,1,100.0,100.0,100.0
Oligella_Urethralis,RKI,6,100.0,100.0,100.0
Paenibacillus_Alvei,RKI,5,100.0,100.0,100.0
Paenibacillus_Amylolyticus,DRIAMS,1,100.0,100.0,100.0
Paenibacillus_Amylolyticus,MS-UMG,1,100.0,100.0,100.0
Paenibacillus_Illinoisensis,DRIAMS,4,100.0,100.0,100.0
Paenibacillus_Jamilae,DRIAMS,1,100.0,100.0,100.0
Paenibacillus_Macerans,DRIAMS,3,100.0,100.0,100.0
Paenibacillus_Polymyxa,RKI,18,33.3,33.3,33.3
Paenibacillus_Species,MS-UMG,2,100.0,100.0,50.0
Paenibacillus_Timonensis,DRIAMS,2,100.0,100.0,100.0
Pandoraea_Apista,RKI,4,100.0,100.0,100.0
Pandoraea_Pnomenusa,DRIAMS,2,100.0,100.0,100.0
Pandoraea_Pnomenusa,RKI,5,100.0,100.0,100.0
Pandoraea_Pulmonicola,RKI,5,100.0,100.0,100.0
Pandoraea_Sputorum,DRIAMS,8,100.0,100.0,100.0
Pantoea_Agglomerans,DRIAMS,32,100.0,96.9,90.6
Pantoea_Agglomerans,MARISMA,11,100.0,100.0,100.0
Pantoea_Agglomerans,MS-UMG,51,96.1,92.2,92.2
Pantoea_Agglomerans,RKI,8,100.0,100.0,100.0
Pantoea_Ananatis,MS-UMG,1,100.0,100.0,100.0
Pantoea_Calida,MS-UMG,4,100.0,100.0,100.0
Pantoea_Dispersa,DRIAMS,3,100.0,100.0,100.0
Pantoea_Dispersa,MARISMA,1,100.0,100.0,0.0
Pantoea_Eucrina,MARISMA,4,100.0,100.0,100.0
Pantoea_Eucrina,MS-UMG,1,100.0,100.0,100.0
Pantoea_Septica,DRIAMS,2,100.0,100.0,100.0
Pantoea_Septica,MARISMA,6,100.0,100.0,100.0
Pantoea_Septica,MS-UMG,21,100.0,100.0,95.2
Pantoea_Species,MS-UMG,20,90.0,85.0,80.0
Parabacteroides_Distasonis,DRIAMS,5,100.0,100.0,100.0
Parabacteroides_Distasonis,MARISMA,1,100.0,100.0,100.0
Paraburkholderia_Caledonica,RKI,6,100.0,100.0,100.0
Paraburkholderia_Caribensis,RKI,6,100.0,100.0,100.0
Paraburkholderia_Hospita,RKI,6,100.0,100.0,100.0
Paraburkholderia_Kururiensis,RKI,4,100.0,100.0,100.0
Paraburkholderia_Phymatum,RKI,3,100.0,100.0,100.0
Paraburkholderia_Phytofirmans,RKI,3,100.0,100.0,100.0
Paraburkholderia_Tuberum,RKI,3,100.0,100.0,100.0
Paraburkholderia_Xenovorans,RKI,3,100.0,100.0,100.0
Paracoccus_Yeei,RKI,18,100.0,100.0,100.0
Parvimonas_Micra,DRIAMS,35,100.0,97.1,97.1
Parvimonas_Micra,MS-UMG,3,33.3,0.0,0.0
Pasteurella_Bettyae,DRIAMS,2,100.0,100.0,100.0
Pasteurella_Canis,MS-UMG,4,100.0,100.0,100.0
Pasteurella_Dagmatis,DRIAMS,1,100.0,100.0,100.0
Pasteurella_Multocida,DRIAMS,48,100.0,100.0,97.9
Pasteurella_Multocida,MARISMA,1,100.0,100.0,100.0
Pasteurella_Multocida,MS-UMG,25,100.0,100.0,100.0
Pasteurella_Stomatis,MS-UMG,1,100.0,100.0,100.0
Pediococcus_Acidilactici,MARISMA,4,100.0,100.0,100.0
Pediococcus_Pentosaceus,DRIAMS,1,100.0,100.0,100.0
Pediococcus_Pentosaceus,MARISMA,1,100.0,100.0,100.0
Peptoniphilus_Coxii,DRIAMS,8,100.0,100.0,100.0
Peptoniphilus_Duerdenii,MARISMA,2,100.0,100.0,100.0
Peptoniphilus_Harei,DRIAMS,35,100.0,100.0,97.1
Peptoniphilus_Olsenii,DRIAMS,3,100.0,100.0,100.0
Peptoniphilus_Sp,DRIAMS,1,100.0,100.0,100.0
Peptoniphilus_Sp,MARISMA,1,100.0,100.0,100.0
Peptoniphilus_Tyrrelliae,DRIAMS,3,100.0,100.0,66.7
Peptostreptococcus_Anaerobius,DRIAMS,3,100.0,100.0,100.0
Peptostreptococcus_Anaerobius,MS-UMG,1,100.0,100.0,100.0
Peptostreptococcus_Magnus,MS-UMG,2,100.0,100.0,50.0
Peribacillus_Muralis,RKI,12,100.0,100.0,100.0
Peribacillus_Psychrosaccharolyticus,RKI,12,100.0,100.0,100.0
Peribacillus_Simplex,RKI,20,100.0,100.0,90.0
Pichia_Kudriavzevii,MARISMA,7,100.0,100.0,71.4
Plesiomonas_Shigelloides,DRIAMS,6,100.0,100.0,100.0
Plesiomonas_Shigelloides,MARISMA,4,100.0,100.0,100.0
Plesiomonas_Shigelloides,MS-UMG,1,100.0,100.0,100.0
Pluralibacter_Gergoviae,MARISMA,6,100.0,100.0,100.0
Pluralibacter_Gergoviae,MS-UMG,2,100.0,100.0,100.0
Pluralibacter_Gergoviae,RKI,2,100.0,100.0,100.0
Pluralibacter_Pyrinus,MS-UMG,1,100.0,0.0,0.0
Porphyromonas_Somerae,MS-UMG,1,100.0,100.0,100.0
Porphyromonas_Uenonis,DRIAMS,6,100.0,100.0,83.3
Prevotella_Bergensis,DRIAMS,7,100.0,100.0,100.0
Prevotella_Bergensis,MARISMA,1,100.0,100.0,100.0
Prevotella_Bivia,DRIAMS,14,100.0,100.0,100.0
Prevotella_Buccae,DRIAMS,2,100.0,100.0,100.0
Prevotella_Buccalis,DRIAMS,2,100.0,100.0,100.0
Prevotella_Denticola,DRIAMS,10,100.0,100.0,100.0
Prevotella_Disiens,DRIAMS,14,100.0,100.0,100.0
Prevotella_Intermedia,DRIAMS,1,100.0,100.0,100.0
Prevotella_Oralis,DRIAMS,1,100.0,100.0,100.0
Prevotella_Timonensis,DRIAMS,1,100.0,100.0,100.0
Prevotella_Veroralis,DRIAMS,1,100.0,100.0,100.0
Priestia_Endophytica,RKI,24,100.0,100.0,100.0
Priestia_Flexa,RKI,36,100.0,100.0,100.0
Priestia_Megaterium,RKI,55,100.0,100.0,100.0
Propionibacterium_Acnes,DRIAMS,44,100.0,100.0,95.5
Propionibacterium_Avidum,DRIAMS,8,100.0,87.5,75.0
Propionibacterium_Avidum,MS-UMG,8,87.5,87.5,62.5
Propionibacterium_Granulosum,DRIAMS,6,83.3,83.3,16.7
Propionibacterium_Sp,DRIAMS,1,100.0,100.0,100.0
Propionibacterium_Species,MS-UMG,3,66.7,66.7,66.7
Proteus_Hauseri,DRIAMS,25,100.0,100.0,100.0
Proteus_Hauseri,MARISMA,13,100.0,100.0,100.0
Proteus_Mirabilis,DRIAMS,1843,99.8,99.7,99.7
Proteus_Mirabilis,MARISMA,1151,99.9,99.8,99.4
Proteus_Mirabilis,MS-UMG,2512,99.4,98.7,95.4
Proteus_Mirabilis,RKI,12,100.0,100.0,100.0
Proteus_Penneri,DRIAMS,2,100.0,100.0,100.0
Proteus_Vulgaris,DRIAMS,524,100.0,99.8,99.2
Proteus_Vulgaris,MARISMA,28,100.0,100.0,100.0
Proteus_Vulgaris,MS-UMG,456,99.3,99.3,99.3
Proteus_Vulgaris,RKI,12,100.0,100.0,100.0
Providencia_Alcalifaciens,DRIAMS,2,100.0,100.0,100.0
Providencia_Alcalifaciens,MARISMA,1,100.0,100.0,100.0
Providencia_Alcalifaciens,MS-UMG,1,100.0,100.0,100.0
Providencia_Rettgeri,DRIAMS,101,100.0,100.0,99.0
Providencia_Rettgeri,MARISMA,23,100.0,100.0,100.0
Providencia_Rettgeri,MS-UMG,75,98.7,98.7,96.0
Providencia_Rettgeri,RKI,12,100.0,100.0,100.0
Providencia_Rustigianii,DRIAMS,2,100.0,100.0,100.0
Providencia_Stuartii,DRIAMS,23,100.0,100.0,100.0
Providencia_Stuartii,MARISMA,39,97.4,97.4,92.3
Providencia_Stuartii,MS-UMG,46,95.7,93.5,82.6
Providencia_Stuartii,RKI,14,100.0,100.0,100.0
Providencia_Vermicola,MS-UMG,1,100.0,100.0,100.0
Pseudescherichia_Vulneris,MARISMA,3,66.7,66.7,66.7
Pseudochrobactrum_Asaccharolyticum,MS-UMG,1,100.0,100.0,100.0
Pseudoclavibacter_Alba,MARISMA,2,100.0,100.0,100.0
Pseudoglutamicibacter_Cumminsii,MARISMA,14,100.0,100.0,100.0
Pseudomonas_Alcaligenes,DRIAMS,9,100.0,100.0,100.0
Pseudomonas_Alcaligenes,MS-UMG,2,100.0,100.0,50.0
Pseudomonas_Brenneri,DRIAMS,1,100.0,100.0,100.0
Pseudomonas_Chlororaphis,MS-UMG,4,100.0,100.0,75.0
Pseudomonas_Chlororaphis,RKI,18,100.0,100.0,100.0
Pseudomonas_Citronellolis,DRIAMS,9,100.0,100.0,100.0
Pseudomonas_Citronellolis,MS-UMG,5,100.0,100.0,80.0
