species,source,n,P99,P99.5,P99.9
Pseudomonas_Flavescens,DRIAMS,1,100.0,100.0,100.0
Pseudomonas_Fluorescens,DRIAMS,9,100.0,100.0,100.0
Pseudomonas_Fluorescens,MARISMA,1,100.0,100.0,100.0
Pseudomonas_Fluorescens,MS-UMG,36,97.2,97.2,97.2
Pseudomonas_Fulva,DRIAMS,1,100.0,100.0,100.0
Pseudomonas_Graminis,DRIAMS,3,100.0,100.0,100.0
Pseudomonas_Koreensis,DRIAMS,2,100.0,100.0,100.0
Pseudomonas_Koreensis,MS-UMG,18,94.4,94.4,94.4
Pseudomonas_Libanensis,DRIAMS,1,100.0,100.0,100.0
Pseudomonas_Luteola,DRIAMS,1,100.0,100.0,100.0
Pseudomonas_Mendocina,DRIAMS,1,100.0,100.0,100.0
Pseudomonas_Mendocina,MS-UMG,5,100.0,100.0,100.0
Pseudomonas_Monteilii,DRIAMS,41,100.0,100.0,100.0
Pseudomonas_Mosselii,DRIAMS,2,100.0,100.0,100.0
Pseudomonas_Nitroreducens,DRIAMS,10,100.0,100.0,100.0
Pseudomonas_Nitroreducens,MARISMA,1,100.0,100.0,100.0
Pseudomonas_Oleovorans,MARISMA,1,100.0,100.0,100.0
Pseudomonas_Oleovorans,MS-UMG,2,100.0,100.0,100.0
Pseudomonas_Oryzihabitans,DRIAMS,4,100.0,100.0,100.0
Pseudomonas_Otitidis,DRIAMS,3,100.0,100.0,100.0
Pseudomonas_Otitidis,MARISMA,2,100.0,100.0,100.0
Pseudomonas_Plecoglossicida,DRIAMS,4,100.0,100.0,100.0
Pseudomonas_Plecoglossicida,MARISMA,2,100.0,100.0,100.0
Pseudomonas_Putida,DRIAMS,5,100.0,100.0,100.0
Pseudomonas_Putida,MARISMA,5,100.0,100.0,100.0
Pseudomonas_Putida,MS-UMG,89,95.5,95.5,95.5
Pseudomonas_Putida,RKI,44,100.0,100.0,100.0
Pseudomonas_Rhodesiae,DRIAMS,1,100.0,100.0,100.0
Pseudomonas_Sp,DRIAMS,13,100.0,100.0,100.0
Pseudomonas_Sp,MARISMA,6,100.0,100.0,100.0
Pseudomonas_Species,MS-UMG,16,81.2,81.2,81.2
Pseudomonas_Stutzeri,DRIAMS,28,100.0,100.0,100.0
Pseudomonas_Stutzeri,MARISMA,10,100.0,100.0,100.0
Pseudomonas_Stutzeri,MS-UMG,22,81.8,81.8,81.8
Pseudomonas_Stutzeri,RKI,4,100.0,100.0,100.0
Pseudomonas_Synxantha,DRIAMS,2,100.0,100.0,100.0
Pseudomonas_Taetrolens,MS-UMG,2,50.0,50.0,50.0
Pseudomonas_putida_group,DRIAMS,2,100.0,100.0,100.0
Pseudoxanthomonas_Mexicana,MS-UMG,2,100.0,100.0,100.0
Rahnella_Aquatilis,DRIAMS,8,100.0,100.0,100.0
Rahnella_Aquatilis,MS-UMG,5,100.0,100.0,100.0
Ralstonia_Insidiosa,RKI,19,100.0,100.0,100.0
Ralstonia_Mannitolilytica,RKI,12,100.0,100.0,100.0
Ralstonia_Pickettii,RKI,8,100.0,100.0,100.0
Raoultella_Ornithinolytica,DRIAMS,67,100.0,100.0,100.0
Raoultella_Ornithinolytica,MARISMA,32,100.0,100.0,100.0
Raoultella_Planticola,DRIAMS,2,100.0,100.0,100.0
Raoultella_Planticola,MARISMA,2,100.0,100.0,100.0
Raoultella_Terrigena,MARISMA,1,100.0,100.0,100.0
Rhizobium_Radiobacter,DRIAMS,9,100.0,100.0,100.0
Rhizobium_Radiobacter,MS-UMG,6,66.7,66.7,66.7
Roseomonas_Gilardii,RKI,4,100.0,100.0,100.0
Roseomonas_Mucosa,MS-UMG,6,66.7,66.7,66.7
Roseomonas_Species,MS-UMG,1,100.0,100.0,100.0
Rothia_Aeria,DRIAMS,8,100.0,100.0,100.0
Rothia_Dentocariosa,DRIAMS,7,100.0,100.0,100.0
Rothia_Kristinae,RKI,3,100.0,100.0,100.0
Rothia_Mucilaginosa,DRIAMS,36,100.0,100.0,100.0
Rothia_Mucilaginosa,MARISMA,2,100.0,100.0,100.0
Ruminococcus_Gnavus,DRIAMS,2,100.0,100.0,100.0
Salibacterium_Salarium,RKI,12,100.0,100.0,100.0
Salmonella_Anatum,DRIAMS,5,100.0,100.0,100.0
Salmonella_Derby,MS-UMG,2,100.0,100.0,100.0
Salmonella_Enterica,RKI,10,100.0,100.0,100.0
Salmonella_Enteritidis,MS-UMG,3,100.0,100.0,100.0
Salmonella_Newington,DRIAMS,4,100.0,100.0,100.0
Salmonella_Oranienburg,MS-UMG,1,100.0,100.0,100.0
Salmonella_Sp,DRIAMS,3,100.0,100.0,100.0
Salmonella_Sp,MARISMA,29,100.0,100.0,100.0
Salmonella_Species,MS-UMG,1,100.0,100.0,100.0
Salmonella_Spp,DRIAMS,34,100.0,100.0,100.0
Salmonella_Tennessee,MS-UMG,1,100.0,100.0,100.0
Salmonella_Typhimurium,MS-UMG,1,100.0,100.0,100.0
Salmonella_choleraesuis_var_kunzendorf,MS-UMG,1,100.0,100.0,100.0
Salmonella_der_gruppe_b,MS-UMG,3,100.0,100.0,100.0
Salmonella_der_gruppe_d,MS-UMG,1,100.0,100.0,100.0
Salmonella_subspecies1_monophasische_variante,MS-UMG,1,100.0,100.0,100.0
Salmonella_typhimurium_monophasische_variante,MS-UMG,4,100.0,100.0,100.0
Schaalia_Odontolytica,MARISMA,1,100.0,100.0,100.0
Schaalia_Radingae,MARISMA,1,100.0,100.0,100.0
Schaalia_Turicensis,MARISMA,2,100.0,100.0,100.0
Serratia_Ficaria,DRIAMS,2,100.0,100.0,100.0
Serratia_Fonticola,DRIAMS,4,100.0,100.0,100.0
Serratia_Fonticola,MS-UMG,2,100.0,100.0,100.0
Serratia_Grimesii,DRIAMS,2,100.0,100.0,100.0
Serratia_Grimesii,RKI,2,100.0,100.0,100.0
Serratia_Liquefaciens,DRIAMS,30,100.0,100.0,100.0
Serratia_Liquefaciens,MARISMA,14,100.0,100.0,100.0
Serratia_Liquefaciens,MS-UMG,49,100.0,100.0,100.0
Serratia_Marcescens,DRIAMS,1134,100.0,100.0,100.0
Serratia_Marcescens,MARISMA,286,100.0,100.0,100.0
Serratia_Marcescens,MS-UMG,891,95.2,95.2,95.2
Serratia_Marcescens,RKI,22,100.0,100.0,100.0
Serratia_Odorifera,DRIAMS,1,100.0,100.0,100.0
Serratia_Odorifera,MS-UMG,1,0.0,0.0,0.0
Serratia_Proteamaculans,DRIAMS,4,100.0,100.0,100.0
Serratia_Proteamaculans,MARISMA,1,100.0,100.0,100.0
Serratia_Rubidaea,DRIAMS,10,100.0,100.0,100.0
Serratia_Rubidaea,MARISMA,2,100.0,100.0,100.0
Serratia_Rubidaea,MS-UMG,5,100.0,100.0,100.0
Serratia_Ureilytica,DRIAMS,24,100.0,100.0,100.0
Shewanella_Algae,MS-UMG,5,100.0,100.0,100.0
Shewanella_Putrefaciens,MS-UMG,2,100.0,100.0,100.0
Shigella_Boydii,RKI,6,100.0,100.0,100.0
Shigella_Dysenteriae,RKI,8,100.0,100.0,100.0
Shigella_Flexneri,RKI,6,100.0,100.0,100.0
Shigella_Sonnei,RKI,12,100.0,100.0,100.0
Sinomonas_Atrocyanea,RKI,2,100.0,100.0,100.0
Slackia_Exigua,DRIAMS,3,100.0,100.0,100.0
Sphingobacterium_Spiritivorum,DRIAMS,1,100.0,100.0,100.0
Sphingomonas_Desiccabilis,DRIAMS,6,100.0,100.0,100.0
Sphingomonas_Koreensis,DRIAMS,6,100.0,100.0,100.0
Sphingomonas_Koreensis,MS-UMG,1,100.0,100.0,100.0
Sphingomonas_Paucimobilis,DRIAMS,22,100.0,100.0,100.0
Sphingomonas_Paucimobilis,MARISMA,2,100.0,100.0,100.0
Sphingomonas_Paucimobilis,MS-UMG,4,100.0,100.0,100.0
Sphingomonas_Paucimobilis,RKI,16,100.0,100.0,100.0
Sphingomonas_Sanguinis,DRIAMS,1,100.0,100.0,100.0
Staphylococcus_Auricularis,DRIAMS,22,100.0,100.0,100.0
Staphylococcus_Auricularis,MARISMA,2,100.0,100.0,100.0
Staphylococcus_Auricularis,MS-UMG,5,100.0,100.0,100.0
Staphylococcus_Borealis,MARISMA,2,100.0,100.0,100.0
Staphylococcus_Capitis,DRIAMS,429,100.0,100.0,100.0
Staphylococcus_Capitis,MARISMA,20,100.0,100.0,100.0
Staphylococcus_Capitis,MS-UMG,518,89.8,89.8,89.8
Staphylococcus_Capitis,RKI,12,100.0,100.0,100.0
Staphylococcus_Caprae,DRIAMS,124,100.0,100.0,100.0
Staphylococcus_Caprae,MS-UMG,231,91.8,91.8,91.8
Staphylococcus_Carnosus,MS-UMG,2,100.0,100.0,100.0
Staphylococcus_Cohnii,DRIAMS,60,100.0,100.0,100.0
Staphylococcus_Cohnii,MARISMA,2,100.0,100.0,100.0
Staphylococcus_Cohnii,MS-UMG,39,89.7,89.7,89.7
Staphylococcus_Condimenti,DRIAMS,3,100.0,100.0,100.0
Staphylococcus_Condimenti,MS-UMG,15,66.7,66.7,66.7
Staphylococcus_Delphini,DRIAMS,1,100.0,100.0,100.0
Staphylococcus_Delphini,MS-UMG,1,100.0,100.0,100.0
Staphylococcus_Delphini,RKI,6,100.0,100.0,100.0
Staphylococcus_Epidermidis,DRIAMS,5429,100.0,100.0,100.0
Staphylococcus_Epidermidis,MARISMA,668,100.0,100.0,100.0
Staphylococcus_Epidermidis,MS-UMG,3722,91.4,91.4,91.4
Staphylococcus_Epidermidis,RKI,44,100.0,100.0,100.0
Staphylococcus_Gallinarum,DRIAMS,2,100.0,100.0,100.0
Staphylococcus_Gallinarum,MS-UMG,2,100.0,100.0,100.0
Staphylococcus_Haemolyticus,DRIAMS,350,99.7,99.7,99.7
Staphylococcus_Haemolyticus,MARISMA,33,100.0,100.0,100.0
Staphylococcus_Haemolyticus,MS-UMG,501,91.4,91.4,91.4
Staphylococcus_Haemolyticus,RKI,9,100.0,100.0,100.0
Staphylococcus_Hominis,DRIAMS,797,100.0,100.0,100.0
Staphylococcus_Hominis,MARISMA,18,100.0,100.0,100.0
Staphylococcus_Hominis,MS-UMG,632,97.2,97.2,97.2
Staphylococcus_Hominis,RKI,44,100.0,100.0,100.0
Staphylococcus_Hyicus,MS-UMG,2,100.0,100.0,50.0
Staphylococcus_Intermedius,DRIAMS,3,100.0,100.0,100.0
Staphylococcus_Intermedius,MS-UMG,1,100.0,100.0,100.0
Staphylococcus_Intermedius,RKI,6,100.0,100.0,100.0
Staphylococcus_Lentus,MS-UMG,2,100.0,100.0,100.0
Staphylococcus_Lugdunensis,DRIAMS,517,100.0,100.0,100.0
Staphylococcus_Lugdunensis,MARISMA,71,100.0,100.0,100.0
Staphylococcus_Lugdunensis,MS-UMG,322,88.5,88.5,87.9
Staphylococcus_Lugdunensis,RKI,40,100.0,100.0,100.0
Staphylococcus_Pasteuri,DRIAMS,8,100.0,100.0,100.0
Staphylococcus_Pasteuri,MARISMA,7,100.0,100.0,100.0
Staphylococcus_Pasteuri,MS-UMG,19,94.7,94.7,94.7
Staphylococcus_Pettenkoferi,DRIAMS,75,100.0,100.0,100.0
Staphylococcus_Pettenkoferi,MS-UMG,79,93.7,93.7,93.7
Staphylococcus_Piscifermentans,DRIAMS,3,100.0,100.0,100.0
Staphylococcus_Pseudintermedius,DRIAMS,18,100.0,100.0,100.0
Staphylococcus_Pseudintermedius,MS-UMG,9,100.0,88.9,88.9
Staphylococcus_Pseudintermedius,RKI,4,100.0,100.0,100.0
Staphylococcus_Saccharolyticus,DRIAMS,9,100.0,100.0,100.0
Staphylococcus_Saccharolyticus,MS-UMG,3,66.7,66.7,66.7
Staphylococcus_Saprophyticus,DRIAMS,349,100.0,100.0,100.0
Staphylococcus_Saprophyticus,MARISMA,153,100.0,100.0,100.0
Staphylococcus_Saprophyticus,MS-UMG,99,89.9,89.9,89.9
Staphylococcus_Schleiferi,DRIAMS,22,100.0,100.0,100.0
Staphylococcus_Schleiferi,MS-UMG,10,90.0,90.0,90.0
Staphylococcus_Sciuri,MS-UMG,18,100.0,100.0,100.0
Staphylococcus_Simulans,DRIAMS,57,100.0,100.0,100.0
Staphylococcus_Simulans,MARISMA,4,100.0,100.0,100.0
Staphylococcus_Simulans,MS-UMG,94,86.2,86.2,86.2
Staphylococcus_Sp[1],DRIAMS,10,100.0,100.0,100.0
Staphylococcus_Species,MS-UMG,5,100.0,100.0,100.0
Staphylococcus_Succinus,DRIAMS,2,100.0,100.0,100.0
Staphylococcus_Succinus,MS-UMG,1,100.0,100.0,100.0
Staphylococcus_Vitulinus,MS-UMG,2,100.0,100.0,100.0
Staphylococcus_Warneri,DRIAMS,109,100.0,100.0,100.0
Staphylococcus_Warneri,MARISMA,6,100.0,100.0,100.0
Staphylococcus_Warneri,MS-UMG,97,93.8,93.8,93.8
Staphylococcus_Xylosus,DRIAMS,20,100.0,100.0,100.0
Staphylococcus_Xylosus,MARISMA,1,100.0,100.0,100.0
Staphylococcus_Xylosus,MS-UMG,15,93.3,93.3,80.0
Staphylococcus_hominis_ssp_hominis,MS-UMG,5,100.0,100.0,100.0
Stenotrophomonas_Acidaminiphila,MS-UMG,1,100.0,100.0,100.0
Stenotrophomonas_Maltophilia,DRIAMS,109,100.0,100.0,100.0
Stenotrophomonas_Maltophilia,MARISMA,200,100.0,100.0,100.0
Stenotrophomonas_Maltophilia,MS-UMG,417,94.2,94.2,94.2
Stenotrophomonas_Maltophilia,RKI,26,100.0,100.0,100.0
Stenotrophomonas_Rhizophila,RKI,14,100.0,100.0,100.0
Stenotrophomonas_Species,MS-UMG,12,83.3,83.3,83.3
Streptococcus_Agalactiae,DRIAMS,242,100.0,100.0,100.0
Streptococcus_Agalactiae,MARISMA,1128,100.0,100.0,100.0
Streptococcus_Agalactiae,MS-UMG,943,82.2,82.1,82.1
Streptococcus_Agalactiae,RKI,8,100.0,100.0,100.0
Streptococcus_Anginosus,DRIAMS,148,98.6,98.6,98.6
Streptococcus_Anginosus,MARISMA,45,100.0,100.0,100.0
Streptococcus_Anginosus,MS-UMG,695,82.4,82.4,82.4
Streptococcus_Canis,DRIAMS,20,100.0,100.0,100.0
Streptococcus_Constellatus,DRIAMS,91,100.0,100.0,100.0
Streptococcus_Constellatus,MARISMA,24,100.0,100.0,100.0
Streptococcus_Constellatus,MS-UMG,305,82.3,82.3,82.3
Streptococcus_Cristatus,DRIAMS,21,100.0,100.0,100.0
Streptococcus_Dysgalactiae,DRIAMS,169,100.0,100.0,100.0
Streptococcus_Dysgalactiae,MARISMA,22,100.0,100.0,100.0
Streptococcus_Dysgalactiae,MS-UMG,523,78.8,78.8,78.8
Streptococcus_Dysgalactiae,RKI,12,100.0,100.0,100.0
Streptococcus_Equi,MARISMA,2,100.0,100.0,100.0
Streptococcus_Equi,MS-UMG,1,100.0,100.0,100.0
Streptococcus_Equinus,DRIAMS,5,100.0,100.0,100.0
Streptococcus_Gallolyticus,DRIAMS,42,100.0,100.0,100.0
Streptococcus_Gallolyticus,MARISMA,203,100.0,100.0,100.0
Streptococcus_Gallolyticus,MS-UMG,89,78.7,78.7,78.7
Streptococcus_Gordonii,DRIAMS,54,100.0,100.0,100.0
Streptococcus_Gordonii,MARISMA,3,100.0,100.0,100.0
Streptococcus_Gordonii,MS-UMG,44,77.3,77.3,77.3
Streptococcus_Henryi,MS-UMG,1,100.0,100.0,100.0
Streptococcus_Infantis,DRIAMS,12,100.0,100.0,100.0
Streptococcus_Intermedius,DRIAMS,82,100.0,100.0,100.0
Streptococcus_Intermedius,MARISMA,21,100.0,100.0,100.0
Streptococcus_Intermedius,MS-UMG,128,93.0,93.0,93.0
Streptococcus_Lutetiensis,DRIAMS,16,100.0,100.0,100.0
Streptococcus_Massiliensis,DRIAMS,10,100.0,100.0,100.0
Streptococcus_Massiliensis,MARISMA,1,100.0,100.0,100.0
Streptococcus_Massiliensis,MS-UMG,11,90.9,90.9,90.9
Streptococcus_Minor,MS-UMG,5,80.0,80.0,80.0
Streptococcus_Mitis,DRIAMS,144,100.0,100.0,100.0
Streptococcus_Mitis,MARISMA,8,100.0,100.0,100.0
Streptococcus_Mitis,RKI,4,100.0,100.0,100.0
Streptococcus_Mitis/oralis,MS-UMG,446,75.1,75.1,75.1
Streptococcus_Mutans,DRIAMS,5,100.0,100.0,100.0
Streptococcus_Mutans,MS-UMG,11,72.7,72.7,72.7
Streptococcus_Oralis,DRIAMS,247,100.0,100.0,100.0
Streptococcus_Oralis,MARISMA,22,100.0,100.0,100.0
Streptococcus_Oralis,MS-UMG,2,100.0,100.0,100.0
Streptococcus_Parasanguinis,DRIAMS,105,100.0,100.0,100.0
Streptococcus_Parasanguinis,MARISMA,5,100.0,100.0,100.0
Streptococcus_Parasanguinis,MS-UMG,78,75.6,75.6,75.6
Streptococcus_Parasanguinis,RKI,12,100.0,100.0,100.0
Streptococcus_Peroris,DRIAMS,10,100.0,100.0,100.0
Streptococcus_Pneumoniae,DRIAMS,361,100.0,100.0,100.0
Streptococcus_Pneumoniae,MARISMA,162,100.0,100.0,100.0
Streptococcus_Pneumoniae,MS-UMG,77,64.9,64.9,64.9
Streptococcus_Pneumoniae,RKI,24,100.0,100.0,100.0
Streptococcus_Pseudopneumoniae,DRIAMS,18,100.0,100.0,100.0
Streptococcus_Pseudoporcinus,MS-UMG,1,0.0,0.0,0.0
Streptococcus_Pyogenes,DRIAMS,214,100.0,100.0,100.0
Streptococcus_Pyogenes,MARISMA,237,100.0,100.0,100.0
Streptococcus_Pyogenes,MS-UMG,124,79.8,79.8,79.8
Streptococcus_Pyogenes,RKI,30,100.0,100.0,100.0
Streptococcus_Salivarius,DRIAMS,36,100.0,100.0,100.0
Streptococcus_Salivarius,MARISMA,1,100.0,100.0,100.0
Streptococcus_Salivarius,MS-UMG,155,72.3,72.3,72.3
Streptococcus_Salivarius,RKI,35,100.0,100.0,100.0
Streptococcus_Sanguinis,DRIAMS,61,100.0,100.0,100.0
Streptococcus_Sanguinis,MARISMA,1,100.0,100.0,100.0
Streptococcus_Sanguinis,MS-UMG,1,0.0,0.0,0.0
Streptococcus_Sanguinis,RKI,8,100.0,100.0,100.0
Streptococcus_Sinensis,DRIAMS,2,100.0,100.0,100.0
Streptococcus_Sobrinus,MS-UMG,2,50.0,50.0,50.0
Streptococcus_Species,MS-UMG,13,92.3,92.3,92.3
Streptococcus_Urinalis,MS-UMG,6,83.3,83.3,83.3
Streptococcus_Vestibularis,DRIAMS,37,100.0,100.0,100.0
Streptococcus_Vestibularis,MS-UMG,33,78.8,78.8,78.8
Streptococcus_gruppe_c,MS-UMG,2,100.0,100.0,100.0
Streptococcus_gruppe_g,MS-UMG,41,82.9,82.9,82.9
Streptococcus_salivarius_ssp_thermophilus,DRIAMS,27,100.0,100.0,100.0
Streptokokken_der_viridans-gruppe,MS-UMG,16,62.5,62.5,62.5
Sutcliffiella_Cohnii,RKI,36,100.0,100.0,100.0
Trichosporon_Asahii,MS-UMG,1,100.0,100.0,100.0
Trueperella_Bernardiae,DRIAMS,32,100.0,100.0,100.0
Trueperella_Pyogenes,DRIAMS,1,100.0,100.0,100.0
Tsukamurella_Pulmonis,MARISMA,2,100.0,100.0,100.0
Turicella_Otitidis,DRIAMS,23,100.0,100.0,100.0
Turicella_Otitidis,MARISMA,4,100.0,100.0,100.0
Vagococcus_Fluvialis,DRIAMS,2,100.0,100.0,100.0
Veillonella_Parvula,DRIAMS,8,100.0,100.0,100.0
Vibrio_Alginolyticus,DRIAMS,3,100.0,100.0,100.0
Vibrio_Alginolyticus,MARISMA,1,100.0,100.0,100.0
Vibrio_Alginolyticus,RKI,12,100.0,100.0,100.0
Vibrio_Cholerae,RKI,221,100.0,100.0,100.0
Vibrio_Diazotrophicus,RKI,4,100.0,100.0,100.0
Vibrio_Harveyi,RKI,11,100.0,100.0,100.0
Vibrio_Metschnikovii,RKI,42,100.0,100.0,100.0
Vibrio_Mimicus,RKI,9,100.0,100.0,100.0
Vibrio_Parahaemolyticus,MARISMA,2,100.0,100.0,100.0
Vibrio_Parahaemolyticus,MS-UMG,1,100.0,100.0,100.0
Vibrio_Parahaemolyticus,RKI,13,100.0,100.0,100.0
Vibrio_Vulnificus,RKI,10,100.0,100.0,100.0
Virgibacillus_Pantothenticus,RKI,5,100.0,100.0,100.0
Wautersiella_Falsenii,MS-UMG,2,100.0,100.0,100.0
Wautersiella_Spezies,MS-UMG,2,100.0,100.0,100.0
Weeksella_Virosa,MARISMA,6,100.0,100.0,100.0
Weissella_Cibaria,MARISMA,1,100.0,100.0,100.0
Weizmannia_Coagulans,RKI,60,100.0,100.0,100.0
Wohlfahrtiimonas_Chitiniclastica,MS-UMG,4,100.0,100.0,100.0
Xenophilus_Sp,RKI,2,100.0,100.0,100.0
Yarrowia_Lipolytica,MS-UMG,2,100.0,100.0,100.0
Yersinia_Aldovae,RKI,6,100.0,100.0,100.0
Yersinia_Aleksiciae,RKI,6,100.0,100.0,100.0
Yersinia_Bercovieri,RKI,3,100.0,100.0,100.0
Yersinia_Enterocolitica,DRIAMS,9,100.0,100.0,100.0
Yersinia_Enterocolitica,MARISMA,25,100.0,100.0,100.0
Yersinia_Enterocolitica,MS-UMG,2,100.0,100.0,100.0
Yersinia_Enterocolitica,RKI,172,100.0,100.0,100.0
Yersinia_Entomophaga,RKI,12,100.0,100.0,100.0
Yersinia_Frederiksenii,MARISMA,1,100.0,100.0,100.0
Yersinia_Frederiksenii,RKI,8,100.0,100.0,100.0
Yersinia_Intermedia,DRIAMS,1,100.0,100.0,100.0
Yersinia_Intermedia,RKI,11,100.0,100.0,100.0
Yersinia_Kristensenii,RKI,9,100.0,100.0,100.0
Yersinia_Massiliensis,RKI,12,100.0,100.0,100.0
Yersinia_Mollaretii,RKI,6,100.0,100.0,100.0
Yersinia_Nurmii,RKI,12,100.0,100.0,100.0
Yersinia_Pekkanenii,RKI,12,100.0,100.0,100.0
Yersinia_Pestis,RKI,94,100.0,100.0,100.0
Yersinia_Pseudotuberculosis,RKI,73,100.0,100.0,100.0
Yersinia_Rohdei,RKI,3,100.0,100.0,100.0
Yersinia_Ruckeri,RKI,27,100.0,100.0,100.0
Yersinia_Similis,RKI,27,100.0,100.0,100.0
Yersinia_Sp,RKI,12,100.0,100.0,100.0
Yersinia_Wautersii,RKI,12,100.0,100.0,100.0
