n_prev,n_new,model,balanced_accuracy,f1_macro,recall_macro,specificity_macro,roc_auc_macro,confusion_matrix
0,50,RF_original,0.9052357014984919,0.8533001295085373,0.9052357014984919,0.9783541508855663,0.9951598158221917,"[[420, 0, 2, 0, 0, 0], [0, 162, 0, 1, 1, 1], [8, 194, 1304, 130, 24, 269], [1, 1, 2, 2072, 0, 1], [2, 24, 6, 7, 260, 33], [0, 1, 0, 3, 1, 2089]]"
0,50,MLP_original,0.9246744783720012,0.8642136804470232,0.9246744783720012,0.9843483930847415,0.9952750553736444,"[[422, 0, 0, 0, 0, 0], [0, 161, 2, 0, 2, 0], [12, 174, 1456, 58, 92, 137], [1, 1, 3, 2072, 0, 0], [2, 15, 7, 0, 273, 35], [0, 2, 1, 1, 1, 2089]]"
0,50,RF_latent_zero,0.9150390286534037,0.8957847988154612,0.9150390286534037,0.9815056617032069,0.9920519112337308,"[[421, 0, 0, 1, 0, 0], [0, 162, 1, 1, 0, 1], [4, 56, 1441, 301, 27, 100], [1, 0, 1, 2075, 0, 0], [1, 18, 16, 13, 255, 29], [0, 1, 2, 4, 0, 2087]]"
0,50,MLP_latent_zero,0.9179283182088618,0.8562237033363078,0.9179283182088618,0.9833795575242451,0.9948964373410615,"[[422, 0, 0, 0, 0, 0], [0, 163, 1, 0, 0, 1], [20, 240, 1431, 54, 34, 150], [2, 3, 1, 2071, 0, 0], [3, 26, 8, 0, 260, 35], [0, 1, 2, 2, 0, 2089]]"
0,50,RF_few,0.7579009236697914,0.7666288666153637,0.7579009236697914,0.9784810322084635,,"[[323, 0, 92, 7, 0, 0], [0, 146, 18, 0, 0, 1], [2, 0, 1764, 10, 0, 153], [1, 0, 28, 2047, 0, 1], [0, 0, 297, 0, 0, 35], [0, 0, 6, 0, 0, 2088]]"
0,50,MLP_few,0.7701812986768625,0.6919061194194295,0.7701812986768625,0.9759670110126267,0.9716291374503115,"[[360, 1, 19, 42, 0, 0], [0, 163, 0, 0, 0, 2], [4, 136, 1529, 18, 0, 242], [0, 1, 22, 2053, 0, 1], [1, 244, 36, 9, 0, 42], [0, 1, 1, 0, 0, 2092]]"
0,50,FT_full_RF,0.9317452034056638,0.9064062317330395,0.9317452034056638,0.9877207404408904,0.9841425901502484,"[[422, 0, 0, 0, 0, 0], [0, 163, 1, 0, 0, 1], [40, 56, 1616, 134, 26, 57], [1, 0, 5, 2071, 0, 0], [5, 18, 15, 9, 256, 29], [1, 1, 3, 2, 0, 2087]]"
0,50,FT_full_MLP,0.9299185987538187,0.8813052506549396,0.9299185987538187,0.9878351801764467,0.9921373815698743,"[[422, 0, 0, 0, 0, 0], [0, 163, 1, 0, 0, 1], [20, 190, 1590, 15, 7, 107], [3, 2, 5, 2067, 0, 0], [5, 23, 14, 0, 257, 33], [0, 1, 3, 0, 0, 2090]]"
0,50,FT_freeze_RF,0.9388826120643491,0.9115936573701252,0.9388826120643491,0.9907987500631842,0.9917478004265169,"[[422, 0, 0, 0, 0, 0], [0, 163, 1, 0, 0, 1], [9, 78, 1713, 49, 29, 51], [1, 0, 6, 2070, 0, 0], [2, 21, 21, 8, 254, 26], [0, 1, 5, 3, 0, 2085]]"
0,50,FT_freeze_MLP,0.9284006034964802,0.8758094986745113,0.9284006034964802,0.9869374038149031,0.9913507461551422,"[[422, 0, 0, 0, 0, 0], [0, 163, 1, 0, 0, 1], [16, 204, 1555, 14, 18, 122], [4, 2, 4, 2067, 0, 0], [3, 23, 12, 0, 260, 34], [0, 1, 3, 0, 0, 2090]]"
